content,aspect,t_aspect,p_aspect,t_emotion,p_emotion,aspect_attention,emotion_attention
on the way out we heard of other guests complaining about similar issues,drinks,0,0,2,2,"[[0.09956203 0.32533967 0.06116399 0.04568132 0.012547   0.01715003
  0.08555645 0.02355095 0.23017742 0.0728341  0.01082847 0.00726075
  0.00834782]]","[[0.01233199 0.00000001 0.0284655  0.00288886 0.00032968 0.02725523
  0.13337131 0.04240045 0.7433592  0.00946198 0.00013379 0.00000014
  0.00000185]]"
on the way out we heard of other guests complaining about similar issues,food,0,0,2,2,"[[0.25250465 0.5300773  0.05663779 0.0186883  0.0036097  0.00557425
  0.02235106 0.00442534 0.00966425 0.01834444 0.00821895 0.01668905
  0.05321496]]","[[0.10917213 0.03844923 0.29904282 0.12340865 0.01404775 0.04726184
  0.05167272 0.05663212 0.10530348 0.07915147 0.04386156 0.01097157
  0.02102474]]"
on the way out we heard of other guests complaining about similar issues,location,0,0,2,2,"[[0.01526087 0.13197693 0.04219234 0.02547278 0.01160554 0.02967555
  0.11532655 0.032387   0.47648755 0.10027903 0.0128956  0.00417222
  0.00226806]]","[[0.03664831 0.19602904 0.28389922 0.07798593 0.00142792 0.02026508
  0.09487959 0.2677966  0.00130984 0.01901082 0.00069763 0.00001295
  0.00003711]]"
on the way out we heard of other guests complaining about similar issues,restaurant,0,1,2,2,"[[0.19124751 0.70874107 0.05958061 0.01329207 0.00153757 0.00147702
  0.00728405 0.00087478 0.01165806 0.00324272 0.00041694 0.00028494
  0.00036267]]","[[0.0465158  0.06680112 0.10401485 0.08313846 0.02281917 0.04390792
  0.07442101 0.18166575 0.22573051 0.08865332 0.03788544 0.0101076
  0.01433906]]"
on the way out we heard of other guests complaining about similar issues,service,1,1,-1,-1,"[[0.00952607 0.01947395 0.00809442 0.00420508 0.00361241 0.00612421
  0.00899822 0.00625113 0.3735665  0.53139144 0.02038862 0.00261264
  0.00575528]]","[[0.00034064 0.00061829 0.0002329  0.0004301  0.0004282  0.00038515
  0.00376222 0.04155486 0.04037517 0.88508946 0.02470099 0.00045049
  0.0016316 ]]"
can believe how an expensive nyc restaurant can be so disrespectful to its clients,ambience,0,0,2,2,"[[0.00173518 0.00103691 0.00519372 0.06199027 0.10994201 0.06878093
  0.67286915 0.0289881  0.00289203 0.00569033 0.01283829 0.00324227
  0.00599175 0.01880903]]","[[0.00000903 0.00000726 0.00005656 0.01787836 0.02913308 0.02489771
  0.9106361  0.00005742 0.00002671 0.00173613 0.00073585 0.00189634
  0.00672914 0.00620023]]"
can believe how an expensive nyc restaurant can be so disrespectful to its clients,drinks,0,0,2,2,"[[0.10675622 0.05201745 0.04699408 0.07857572 0.33874947 0.02859469
  0.02077487 0.0351253  0.00784446 0.01032393 0.0295348  0.01141044
  0.01650953 0.21678904]]","[[0.00000009 0.00000983 0.00001626 0.00526383 0.         0.00452251
  0.97563756 0.00002034 0.00793591 0.00002949 0.00541168 0.00082439
  0.00001153 0.0003165 ]]"
can believe how an expensive nyc restaurant can be so disrespectful to its clients,food,0,0,2,2,"[[0.10997558 0.06506889 0.09464338 0.1113907  0.32644728 0.0138693
  0.02552531 0.00842194 0.00179723 0.0028261  0.00747573 0.00360167
  0.01645104 0.21250585]]","[[0.0045501  0.00984683 0.01167427 0.131423   0.01019107 0.06820944
  0.26573372 0.00772651 0.0254205  0.0122282  0.03953567 0.06791472
  0.13521644 0.21032949]]"
can believe how an expensive nyc restaurant can be so disrespectful to its clients,location,0,0,2,2,"[[0.00239731 0.00274565 0.01418627 0.07098535 0.16306391 0.08016538
  0.55013454 0.05438837 0.00652761 0.00790483 0.02207159 0.00435938
  0.00337316 0.01769663]]","[[0.00006018 0.00020078 0.00065382 0.09681926 0.06789731 0.10330864
  0.01038578 0.00055231 0.00176269 0.00614952 0.02731402 0.09805075
  0.13192028 0.4549246 ]]"
can believe how an expensive nyc restaurant can be so disrespectful to its clients,restaurant,1,0,-1,-1,"[[0.1499171  0.04458743 0.06616619 0.21187946 0.3488275  0.03541415
  0.10515288 0.01332484 0.00093663 0.00066646 0.00319641 0.00063416
  0.00139968 0.01789709]]","[[0.00142752 0.00246391 0.00404273 0.24088186 0.01714384 0.2706264
  0.42251024 0.00515504 0.00692223 0.00446836 0.0071259  0.00512019
  0.00552634 0.00658542]]"
can believe how an expensive nyc restaurant can be so disrespectful to its clients,service,1,1,-1,-1,"[[0.00321884 0.0017974  0.00397661 0.00241102 0.0092814  0.00605336
  0.03146382 0.01573348 0.00223935 0.00451779 0.13407181 0.00758591
  0.00236571 0.7752835 ]]","[[0.00008446 0.00011838 0.00071916 0.00046642 0.00155842 0.00126963
  0.00076414 0.00225028 0.0004517  0.12873173 0.11223739 0.1464503
  0.04664507 0.55825293]]"
what a hassle,ambience,0,0,2,2,[[0.02072028 0.10544164 0.87383807]],[[0.11752825 0.63237756 0.2500942 ]]
what a hassle,drinks,0,0,2,2,[[0.2815843  0.20774291 0.5106728 ]],[[0.33083215 0.6690837  0.00008406]]
what a hassle,food,0,0,2,2,[[0.17456093 0.14543998 0.67999905]],[[0.29627582 0.63081795 0.07290626]]
what a hassle,location,0,0,2,2,[[0.11030512 0.21202551 0.6776694 ]],[[0.20806342 0.73854506 0.05339157]]
what a hassle,restaurant,1,0,-1,1,[[0.14774077 0.16386645 0.68839276]],[[0.32027325 0.65143317 0.02829356]]
what a hassle,service,0,1,2,2,[[0.07981387 0.05635354 0.8638326 ]],[[0.16371585 0.10511908 0.7311651 ]]
the food is very good but not outstanding,ambience,0,0,2,2,"[[0.03109664 0.74062806 0.1112775  0.03865737 0.02277813 0.0294736
  0.00767871 0.01840997]]","[[0.00003673 0.99988055 0.00000549 0.00002368 0.00000273 0.0000149
  0.00002565 0.00001023]]"
the food is very good but not outstanding,drinks,0,0,2,2,"[[0.08918148 0.86120135 0.02939912 0.00177286 0.00244574 0.0029726
  0.00184209 0.01118479]]","[[0.03719274 0.00000003 0.5303062  0.00489188 0.39844584 0.00456909
  0.00053416 0.0240599 ]]"
the food is very good but not outstanding,food,1,1,0,1,"[[0.0056215  0.9932687  0.0005125  0.00001624 0.00001474 0.00001957
  0.00003004 0.00051667]]","[[0.6080552  0.00967917 0.3787188  0.0002563  0.00171399 0.00023771
  0.00061519 0.00072367]]"
the food is very good but not outstanding,location,0,0,2,2,"[[0.03390241 0.90661484 0.03925414 0.00588743 0.00428806 0.00377593
  0.001676   0.00460117]]","[[0.51069856 0.23725295 0.19285084 0.03453474 0.01402646 0.00548603
  0.00110487 0.00404559]]"
the food is very good but not outstanding,restaurant,0,0,2,2,"[[0.0321853  0.9572269  0.01007311 0.00029264 0.00008225 0.00004015
  0.00001528 0.00008436]]","[[0.7285706  0.00000821 0.26705682 0.0010997  0.00307539 0.00014023
  0.00000404 0.0000449 ]]"
the food is very good but not outstanding,service,0,0,2,2,"[[0.07388385 0.77418864 0.04456148 0.01182469 0.00889789 0.00898312
  0.0119761  0.06568424]]","[[0.00014898 0.9998197  0.00000431 0.00000311 0.00000063 0.00000261
  0.00001753 0.00000323]]"
there is no way it justifies the accolades it receives the attitude of the staff or the wait for a table,ambience,0,0,2,2,"[[0.00254863 0.00435721 0.00311137 0.00611781 0.00382936 0.00209227
  0.01098182 0.01288203 0.00590113 0.00826572 0.07403465 0.5485281
  0.03668324 0.03099161 0.14155698 0.00600832 0.0063967  0.00105264
  0.00098283 0.00138399 0.09229364]]","[[0.000782   0.00038483 0.00043779 0.00027902 0.00102919 0.00050626
  0.00358888 0.00213671 0.00435876 0.00254494 0.02113323 0.58716273
  0.0321246  0.07497285 0.10997878 0.01217613 0.00358725 0.00338033
  0.01026978 0.08531468 0.04385128]]"
there is no way it justifies the accolades it receives the attitude of the staff or the wait for a table,drinks,0,0,2,2,"[[0.02646941 0.01241764 0.01519302 0.00716906 0.00642589 0.01745514
  0.04396162 0.1310415  0.01205405 0.0827319  0.14843649 0.16921775
  0.09563669 0.04543407 0.1415307  0.01033348 0.0095131  0.00276079
  0.00186108 0.00122206 0.0191346 ]]","[[0.         0.         0.         0.00000083 0.00000089 0.00038742
  0.00206467 0.4156298  0.00041264 0.48710915 0.00016736 0.
  0.05921355 0.00058252 0.03373983 0.00004967 0.00000189 0.00063678
  0.00000291 0.         0.00000003]]"
there is no way it justifies the accolades it receives the attitude of the staff or the wait for a table,food,1,0,-1,2,"[[0.04271181 0.04250881 0.03090514 0.01317602 0.00876529 0.00866034
  0.10331523 0.13948904 0.02192706 0.118512   0.22048537 0.08592667
  0.05792574 0.02848133 0.04242799 0.00779853 0.00822105 0.00120286
  0.00126025 0.00090718 0.0153923 ]]","[[0.00112309 0.00166488 0.00097796 0.00249557 0.00075587 0.00370346
  0.01852871 0.04322318 0.02164469 0.0727914  0.00103551 0.14390029
  0.15165351 0.14572419 0.31703746 0.01613616 0.01226097 0.03038894
  0.00851928 0.00230594 0.00412889]]"
there is no way it justifies the accolades it receives the attitude of the staff or the wait for a table,location,0,0,2,2,"[[0.00088811 0.0017932  0.002898   0.00358164 0.00169522 0.00188055
  0.02385591 0.0298523  0.00874973 0.08412758 0.22117452 0.24225104
  0.07477711 0.04294289 0.24013074 0.00753932 0.00923885 0.00127059
  0.00054446 0.00020945 0.00059879]]","[[0.00000113 0.00000102 0.00000046 0.00000117 0.00000087 0.00000359
  0.00008587 0.00019715 0.00040064 0.00238471 0.00939985 0.00001211
  0.20928626 0.12830545 0.6359026  0.00285768 0.001163   0.00653502
  0.00167308 0.00064212 0.00114622]]"
there is no way it justifies the accolades it receives the attitude of the staff or the wait for a table,restaurant,0,0,2,2,"[[0.13149919 0.10106719 0.05265975 0.02787518 0.00788498 0.00744058
  0.07774743 0.0841179  0.00856965 0.08948978 0.18867618 0.14538431
  0.0334585  0.01177506 0.02960816 0.00082543 0.00126718 0.0000838
  0.00005918 0.00003462 0.00047597]]","[[0.02001683 0.02161556 0.0121693  0.01762776 0.00666161 0.01282035
  0.02123353 0.02543634 0.01385601 0.020675   0.01905502 0.06427737
  0.09650843 0.18022063 0.26481158 0.02115862 0.03398927 0.04309412
  0.03850025 0.02884861 0.03742394]]"
there is no way it justifies the accolades it receives the attitude of the staff or the wait for a table,service,1,1,-1,-1,"[[0.00016942 0.00007962 0.00035122 0.00007348 0.00001199 0.00002012
  0.00011784 0.00048494 0.00003146 0.00219912 0.00109033 0.00917295
  0.00078671 0.0009392  0.9832597  0.0004876  0.00033079 0.00029889
  0.00004016 0.00001215 0.00004236]]","[[0.00008002 0.0000273  0.00004634 0.00001004 0.00000546 0.00000633
  0.00023282 0.00010795 0.00172915 0.00132354 0.01020885 0.02253248
  0.19091384 0.600554   0.14852603 0.02184467 0.00125298 0.00057932
  0.00001627 0.00000133 0.00000123]]"
on our last visit they skipped over our name on the list leaving us waiting an extra hour for a table,ambience,0,0,2,2,"[[0.00003318 0.00004897 0.00000839 0.00000607 0.00003266 0.00004826
  0.00025025 0.00017446 0.00026548 0.00039345 0.00133144 0.00004541
  0.00033265 0.00011519 0.00060569 0.00290348 0.00580986 0.0149244
  0.00542466 0.01037643 0.9568696 ]]","[[0.00000012 0.00000089 0.00000046 0.00000019 0.00000012 0.00000006
  0.00000011 0.00000116 0.00000031 0.0000003  0.00000321 0.00000101
  0.00000223 0.00000357 0.00021923 0.00061243 0.00078604 0.000837
  0.01581258 0.9788537  0.00286523]]"
on our last visit they skipped over our name on the list leaving us waiting an extra hour for a table,drinks,0,0,2,2,"[[0.02390638 0.01605238 0.00351422 0.00064533 0.01637972 0.07307217
  0.15603708 0.0485937  0.13173787 0.01489731 0.05040096 0.01315793
  0.00523371 0.0031292  0.00852882 0.01089465 0.13827702 0.08737391
  0.01391167 0.01054656 0.17370939]]","[[0.00258621 0.000062   0.0000286  0.00051404 0.00076062 0.13715994
  0.13949408 0.02549127 0.19142993 0.04512017 0.00501136 0.03605805
  0.05269934 0.00071206 0.11770037 0.00776368 0.01467482 0.22015427
  0.00256294 0.00001617 0.        ]]"
on our last visit they skipped over our name on the list leaving us waiting an extra hour for a table,food,0,0,2,2,"[[0.05183271 0.01478819 0.00405888 0.00040185 0.00809724 0.04155385
  0.17260239 0.02309234 0.04557152 0.01891515 0.04232567 0.00244841
  0.00340542 0.00107066 0.00381279 0.01190473 0.06764437 0.04008004
  0.02149773 0.01983784 0.4050582 ]]","[[0.01118007 0.01387276 0.00568224 0.01168992 0.00288452 0.01360163
  0.03159216 0.0610653  0.06951342 0.02164409 0.02608158 0.02941315
  0.025925   0.00636961 0.09835014 0.09022065 0.10478333 0.26514727
  0.07484302 0.03366058 0.0024797 ]]"
on our last visit they skipped over our name on the list leaving us waiting an extra hour for a table,location,0,0,2,2,"[[0.00059365 0.00101973 0.00024694 0.00014115 0.00198922 0.01301703
  0.07447846 0.04721382 0.10428912 0.03987454 0.10440565 0.00635673
  0.01968769 0.00719421 0.03962899 0.07280398 0.15142073 0.20173216
  0.03297294 0.01732049 0.06361277]]","[[0.00001061 0.00004117 0.0000072  0.00001694 0.00000084 0.00001178
  0.00003695 0.00054669 0.00021814 0.00009152 0.00086261 0.0005168
  0.00136377 0.00037839 0.06621872 0.02201005 0.01593369 0.00002006
  0.20792308 0.17184955 0.51194143]]"
on our last visit they skipped over our name on the list leaving us waiting an extra hour for a table,restaurant,0,0,2,2,"[[0.20342284 0.10297985 0.00945573 0.00133597 0.00830763 0.03506032
  0.12302459 0.03986382 0.0946219  0.01842651 0.0676842  0.00382746
  0.00539403 0.00153335 0.0086404  0.01819449 0.05409908 0.04415942
  0.01021862 0.00796755 0.14178224]]","[[0.01543299 0.04280631 0.01764762 0.02563828 0.00176137 0.00319745
  0.00354486 0.01207724 0.00681479 0.00493698 0.01053199 0.00765158
  0.01325625 0.01134102 0.06783148 0.1226639  0.16273807 0.20912893
  0.08134203 0.07580656 0.10385035]]"
on our last visit they skipped over our name on the list leaving us waiting an extra hour for a table,service,1,1,-1,-1,"[[0.00943668 0.01794614 0.00106432 0.00033759 0.00561068 0.04962915
  0.05311139 0.07678688 0.1785985  0.01492127 0.03005264 0.00523575
  0.01509267 0.01757564 0.11472695 0.01473371 0.14450939 0.22633933
  0.00854664 0.00307027 0.01267441]]","[[0.00065546 0.00005396 0.00002481 0.00002161 0.00847846 0.01153756
  0.02117311 0.02129887 0.02582667 0.01040843 0.00621731 0.00736916
  0.05538601 0.05133629 0.07250701 0.12870428 0.32957402 0.24728452
  0.00199939 0.00004486 0.00009825]]"
mistakes happen but they are usually accompanied by an apology perhaps even a glass of winebut not the grunt that we received from the al di la staff,ambience,0,0,2,2,"[[0.0001216  0.00019353 0.00090705 0.00133144 0.00210014 0.0066136
  0.09134163 0.01555944 0.0620029  0.01456258 0.01945599 0.02064623
  0.03112702 0.6567741  0.01603194 0.00708352 0.00080818 0.00269324
  0.01166669 0.00073483 0.00009425 0.000034   0.0002465  0.00130502
  0.00074649 0.00084455 0.00143468 0.03353884]]","[[0.00010377 0.00003093 0.00006514 0.00009991 0.0001225  0.00016488
  0.00008316 0.00057201 0.00468079 0.0023482  0.00516256 0.00495872
  0.00959123 0.3687087  0.00055633 0.00007743 0.00009931 0.00013853
  0.00001763 0.00001205 0.00001034 0.00001016 0.00028462 0.0462707
  0.03344741 0.06166173 0.19707043 0.2636509 ]]"
mistakes happen but they are usually accompanied by an apology perhaps even a glass of winebut not the grunt that we received from the al di la staff,drinks,0,0,2,2,"[[0.00253059 0.00048989 0.00146531 0.00570465 0.00647099 0.01213872
  0.11708257 0.00336777 0.00298332 0.0157922  0.00558141 0.00515371
  0.0080519  0.7885059  0.00203024 0.00091736 0.00021641 0.00132098
  0.01611402 0.00074437 0.00024294 0.00045108 0.00023393 0.00034977
  0.00008433 0.00003997 0.00008508 0.00185055]]","[[0.00000504 0.00004801 0.00000407 0.00108892 0.00185144 0.00298862
  0.07603561 0.08571233 0.00914955 0.48382807 0.05245709 0.06674602
  0.11906165 0.00000017 0.06411811 0.010781   0.00015646 0.00187947
  0.01807252 0.00023785 0.0001654  0.00508237 0.00032618 0.00001555
  0.00000375 0.00000239 0.00000529 0.00017714]]"
mistakes happen but they are usually accompanied by an apology perhaps even a glass of winebut not the grunt that we received from the al di la staff,food,0,0,2,2,"[[0.00493034 0.00140298 0.0039634  0.02049872 0.04107793 0.09602782
  0.6102188  0.0085734  0.00881016 0.01489274 0.00265714 0.00890393
  0.00635169 0.01149582 0.00737497 0.00343511 0.00123104 0.01144718
  0.11503398 0.00254145 0.00064864 0.00234805 0.00269869 0.0032676
  0.00108839 0.00017355 0.00041898 0.00848746]]","[[0.00136747 0.00317564 0.001239   0.01124297 0.01486688 0.01559808
  0.00137795 0.02351536 0.00712527 0.01946093 0.00166058 0.00174684
  0.00193208 0.00421869 0.00406391 0.00752948 0.00241831 0.03048129
  0.05362153 0.01435776 0.01367514 0.07892188 0.11289786 0.07220817
  0.0408046  0.02495807 0.03668852 0.39884573]]"
mistakes happen but they are usually accompanied by an apology perhaps even a glass of winebut not the grunt that we received from the al di la staff,location,0,0,2,2,"[[0.00009969 0.00007708 0.00038066 0.0020641  0.00610391 0.02152959
  0.345885   0.04232522 0.05179142 0.05017307 0.02132557 0.03164358
  0.05534276 0.22052777 0.0222897  0.01079708 0.00240902 0.01613929
  0.07664143 0.00450153 0.00120634 0.00217022 0.00292713 0.00471645
  0.00067776 0.00021792 0.00028188 0.0057548 ]]","[[0.         0.         0.         0.00000003 0.00000008 0.0000001
  0.00000007 0.00000912 0.00002403 0.00026626 0.00010925 0.00017975
  0.0011032  0.00921473 0.00033412 0.00007315 0.00000115 0.00003618
  0.00014881 0.00000343 0.000003   0.00019621 0.00252178 0.01662821
  0.00213732 0.00230357 0.00701696 0.95768946]]"
mistakes happen but they are usually accompanied by an apology perhaps even a glass of winebut not the grunt that we received from the al di la staff,restaurant,0,0,2,2,"[[0.00208017 0.00046884 0.00112605 0.00428987 0.01032373 0.04304984
  0.84412616 0.02880365 0.01936018 0.01728007 0.0034708  0.00325409
  0.00296489 0.01661996 0.00062256 0.00016552 0.00001921 0.00015678
  0.00154229 0.00003147 0.00000458 0.00001209 0.0000136  0.00002658
  0.00000305 0.00000244 0.00000519 0.00017631]]","[[0.00483778 0.00896895 0.00296936 0.03287464 0.04862282 0.07235481
  0.00157197 0.14691724 0.03885722 0.11561111 0.00596044 0.00593037
  0.00673943 0.01480353 0.00193349 0.00066905 0.00030208 0.00187844
  0.00161925 0.00085025 0.00083501 0.00317758 0.01365412 0.05955432
  0.03160992 0.03168184 0.04762038 0.29759467]]"
mistakes happen but they are usually accompanied by an apology perhaps even a glass of winebut not the grunt that we received from the al di la staff,service,1,1,-1,-1,"[[0.00887751 0.00048247 0.00080495 0.00739007 0.00912856 0.0339696
  0.4175912  0.03137666 0.00736355 0.12879132 0.00126834 0.00133758
  0.0008808  0.00091371 0.00021475 0.00024668 0.00007508 0.00021781
  0.02787702 0.00017989 0.00017542 0.00120343 0.00011967 0.00017677
  0.00003699 0.00002198 0.0001662  0.31911197]]","[[0.03019515 0.01719406 0.00532402 0.07502133 0.08543923 0.10063951
  0.15609507 0.24074082 0.11578795 0.09025765 0.00033903 0.00028934
  0.00015016 0.00011998 0.00014004 0.0001216  0.00032037 0.00328697
  0.0006362  0.00014966 0.00013012 0.00044165 0.00055113 0.00317586
  0.00132647 0.00090033 0.00592517 0.06530111]]"
expensive,ambience,0,0,2,2,[[1.]],[[1.]]
expensive,drinks,0,0,2,2,[[1.]],[[1.]]
expensive,food,0,0,2,2,[[1.]],[[1.]]
expensive,location,0,0,2,2,[[1.]],[[1.]]
expensive,restaurant,1,0,-1,2,[[1.]],[[1.]]
expensive,service,0,0,2,2,[[1.]],[[1.]]
the bread was stale the salad was overpriced and empty,ambience,0,0,2,2,"[[0.00092245 0.00850086 0.00699453 0.32918155 0.03634641 0.13908866
  0.02545835 0.19689988 0.06308115 0.19352618]]","[[0.00013712 0.00009913 0.00016868 0.9015904  0.00019178 0.00021506
  0.00311666 0.0082182  0.03822868 0.0480343 ]]"
the bread was stale the salad was overpriced and empty,drinks,0,0,2,2,"[[0.00422037 0.66060495 0.01267989 0.0740791  0.00410225 0.24091385
  0.00079358 0.00200685 0.00007952 0.00051962]]","[[0.00960615 0.         0.9503922  0.01096931 0.00025161 0.00480176
  0.00002214 0.02394087 0.00001113 0.00000492]]"
the bread was stale the salad was overpriced and empty,food,1,1,-1,-1,"[[0.00136191 0.8825845  0.00376403 0.02130198 0.00085479 0.09001073
  0.00003949 0.00004581 0.00000662 0.00003015]]","[[0.03148444 0.00256348 0.2836969  0.13978533 0.12779437 0.22892304
  0.02711543 0.12456584 0.02006125 0.01400987]]"
the bread was stale the salad was overpriced and empty,location,0,0,2,2,"[[0.00141055 0.0575712  0.02030872 0.21650797 0.05172351 0.52770454
  0.03352163 0.07191611 0.00883758 0.01049821]]","[[0.0634685  0.18224312 0.27392682 0.04495503 0.01288221 0.00244498
  0.01834451 0.2681997  0.07975103 0.05378411]]"
the bread was stale the salad was overpriced and empty,restaurant,0,0,2,2,"[[0.00490027 0.3870721  0.02166081 0.29316148 0.01941557 0.26883006
  0.00152479 0.00277895 0.00013452 0.00052148]]","[[0.0364393  0.00000001 0.86359894 0.06753285 0.00249323 0.01061503
  0.00015694 0.01898511 0.0001231  0.00005553]]"
the bread was stale the salad was overpriced and empty,service,0,0,2,2,"[[0.01224033 0.44498757 0.08677908 0.19268689 0.01890534 0.16310936
  0.0258134  0.02641796 0.00956682 0.01949324]]","[[0.01100621 0.02792668 0.09935791 0.06606143 0.00257971 0.01074849
  0.06911851 0.36894917 0.18870862 0.15554322]]"
"the pasta was well cooked', ""didn't"", 'have enough sauce though or flavor",ambience,0,0,2,2,"[[0.00134679 0.01469756 0.00285979 0.00772897 0.08734613 0.00688688
  0.00145614 0.00980858 0.03662761 0.02155175 0.04993293 0.75975686]]","[[0.00000023 0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.99999976]]"
"the pasta was well cooked', ""didn't"", 'have enough sauce though or flavor",drinks,0,0,2,2,"[[0.00180874 0.21502331 0.00305295 0.00243428 0.41415042 0.00881851
  0.0004994  0.00118653 0.29342383 0.00113072 0.00076498 0.05770633]]","[[0.00339254 0.9768416  0.00289935 0.00440334 0.         0.00646389
  0.00544466 0.00000007 0.00008417 0.0000804  0.00003757 0.00035235]]"
"the pasta was well cooked', ""didn't"", 'have enough sauce though or flavor",food,1,1,1,-1,"[[0.00051043 0.19219418 0.00072062 0.00030182 0.7386185  0.00081371
  0.00005054 0.00011274 0.06344144 0.0000786  0.00007603 0.0030814 ]]","[[0.03195857 0.09021179 0.11626995 0.14359675 0.00876276 0.22650507
  0.07095413 0.01307202 0.03350249 0.09219966 0.0794021  0.09356473]]"
"the pasta was well cooked', ""didn't"", 'have enough sauce though or flavor",location,0,0,2,2,"[[0.0016745  0.04335366 0.00613097 0.00669119 0.5115205  0.03571515
  0.00515514 0.01217895 0.2364418  0.01732742 0.01391021 0.1099005 ]]","[[0.5449455  0.39498052 0.00615492 0.00652446 0.01681455 0.01811584
  0.00063645 0.00006693 0.00018753 0.00139541 0.00183571 0.00834222]]"
"the pasta was well cooked', ""didn't"", 'have enough sauce though or flavor",restaurant,0,0,2,2,"[[0.0026405  0.14585912 0.00463601 0.00197743 0.6046212  0.01076437
  0.00065275 0.00142237 0.13495335 0.00198633 0.00191866 0.08856793]]","[[0.08675957 0.8992488  0.00481101 0.00372535 0.         0.00326356
  0.00130074 0.0000016  0.00006215 0.00022441 0.00021772 0.00038521]]"
"the pasta was well cooked', ""didn't"", 'have enough sauce though or flavor",service,0,0,2,2,"[[0.00519153 0.04801209 0.01325536 0.00623218 0.6893372  0.12809521
  0.00517675 0.00758552 0.06846064 0.0054591  0.00522542 0.01796903]]","[[0.04856933 0.01572362 0.01854458 0.01285566 0.67392176 0.21856576
  0.00054715 0.00008545 0.00030885 0.00344612 0.00392033 0.00351143]]"
so rude,ambience,0,0,2,2,[[0.04351619 0.9564838 ]],[[0.8969482 0.1030517]]
so rude,drinks,0,0,2,2,[[0.11286559 0.88713443]],[[0.99940073 0.00059922]]
so rude,food,0,0,2,2,[[0.0713414 0.9286586]],[[0.96753013 0.03246991]]
so rude,location,0,0,2,2,[[0.04478491 0.9552151 ]],[[0.93642306 0.0635769 ]]
so rude,restaurant,0,0,2,2,[[0.04491213 0.9550879 ]],[[0.9859089  0.01409111]]
so rude,service,1,1,-1,-1,[[0.00836117 0.99163884]],[[0.91396886 0.08603118]]
i was one of the people that went for this horrible experience,ambience,0,0,2,2,"[[0.00388252 0.01061137 0.02422392 0.12096066 0.25725353 0.19842955
  0.07985927 0.01365777 0.03167329 0.01629125 0.0506054  0.19255146]]","[[0.00041108 0.00028812 0.00038313 0.00051614 0.9317421  0.00054462
  0.00055535 0.00045055 0.0016543  0.01824693 0.03007475 0.01513302]]"
i was one of the people that went for this horrible experience,drinks,0,0,2,2,"[[0.05638773 0.18490154 0.25066838 0.29777992 0.11796162 0.04020999
  0.01537832 0.00625001 0.00957714 0.00133579 0.00305265 0.01649691]]","[[0.0011505  0.0386556  0.18160269 0.00000001 0.00680724 0.4616216
  0.00411022 0.27794287 0.02631376 0.00005683 0.00004115 0.00169759]]"
i was one of the people that went for this horrible experience,food,0,0,2,2,"[[0.09445138 0.17100489 0.1471888  0.27714717 0.14510706 0.03566223
  0.01398591 0.01131128 0.01416628 0.00241239 0.02175577 0.06580684]]","[[0.01531832 0.03060253 0.04325115 0.0215589  0.04081855 0.06936641
  0.03371024 0.11507151 0.16807872 0.08531803 0.12370118 0.2532045 ]]"
i was one of the people that went for this horrible experience,location,0,0,2,2,"[[0.00354162 0.03190426 0.06950226 0.30640694 0.34372187 0.1274645
  0.05161389 0.02236693 0.0263257  0.00266298 0.00642073 0.00806832]]","[[0.00823473 0.02389695 0.09032866 0.29686275 0.18787166 0.29652685
  0.01454057 0.04083816 0.01420888 0.00917169 0.00678747 0.01073169]]"
i was one of the people that went for this horrible experience,restaurant,1,0,-1,1,"[[0.07964452 0.21280965 0.14545093 0.34768653 0.17507847 0.0278881
  0.00595901 0.00098391 0.00149643 0.00015645 0.00054262 0.00230335]]","[[0.0155612  0.01771169 0.02412426 0.1447753  0.07185132 0.05385038
  0.03956697 0.05983428 0.10037427 0.15654992 0.12836508 0.18743527]]"
i was one of the people that went for this horrible experience,service,0,0,2,2,"[[0.08698338 0.20583226 0.07541967 0.09846602 0.09528708 0.14257278
  0.0498573  0.0896348  0.0397911  0.00211297 0.02980082 0.08424181]]","[[0.0030083  0.99448156 0.00047242 0.00022389 0.00038171 0.00013004
  0.00054677 0.00019477 0.00012319 0.00006685 0.00029311 0.00007738]]"
the hostess was rude and i got a distinct feeling that they did not want to serve us,ambience,0,0,2,2,"[[0.0080538  0.6983184  0.042      0.1844023  0.03507092 0.00194527
  0.00032336 0.00173537 0.01191127 0.0138452  0.00036781 0.00008644
  0.00003844 0.00004061 0.00005792 0.00009681 0.0013966  0.00030948]]","[[0.6709479  0.05124223 0.07170884 0.15505569 0.0507502  0.0000375
  0.00009688 0.00005697 0.00006191 0.00000886 0.00000047 0.0000003
  0.00000023 0.00000029 0.00000008 0.00000889 0.00000157 0.0000214 ]]"
the hostess was rude and i got a distinct feeling that they did not want to serve us,drinks,0,0,2,2,"[[0.04121365 0.84093446 0.01814581 0.01010953 0.00084523 0.00012644
  0.00014566 0.00017696 0.00125138 0.00006146 0.00013595 0.00029091
  0.00049026 0.00041443 0.00051192 0.00070355 0.08301637 0.00142602]]","[[0.94049174 0.         0.05821915 0.00098284 0.00019631 0.
  0.00000493 0.         0.         0.00000009 0.         0.00000001
  0.00000001 0.00000001 0.00000103 0.00000654 0.00009317 0.00000432]]"
