content,aspect,t_aspect,p_aspect,t_emotion,p_emotion,aspect_attention,emotion_attention
the  music  playing  was  very  hip  20-30  something  pop  music  but  the  subwoofer  to  the  sound  system  was  located  under  my  seat  which  became  annoying  midway  through  dinner,food,0,0,2,2,"0.09711492 0.1602046  0.02104706 0.01865352 0.00815155 0.00703068
  0.02397725 0.00293623 0.00895354 0.00301202 0.00299972 0.01031377
  0.02369519 0.02471117 0.03422889 0.03085013 0.2285621  0.09951773
  0.05437873 0.0225797  0.00730655 0.01510052 0.0083885  0.03684089
  0.00691633 0.02113266 0.00177223 0.01962382]]","0.03294336 0.13882701 0.573496   0.0554136  0.03007331 0.04448594
  0.05136152 0.00332131 0.01657315 0.0074836  0.00224381 0.00253707
  0.00382996 0.00126883 0.00567212 0.00302024 0.00013612 0.00518555
  0.00739919 0.00349559 0.00036236 0.00062393 0.00066095 0.00202618
  0.00038396 0.00227821 0.0030883  0.00180885]]"
the  music  playing  was  very  hip  20-30  something  pop  music  but  the  subwoofer  to  the  sound  system  was  located  under  my  seat  which  became  annoying  midway  through  dinner,location,0,1,2,2,"0.00087287 0.0035351  0.00153017 0.0001249  0.0001063  0.00132833
  0.00134454 0.0001117  0.00098832 0.00058326 0.00017352 0.0009795
  0.00225245 0.00838511 0.0116799  0.02163699 0.19367369 0.00848308
  0.6946896  0.00315443 0.00085172 0.01397799 0.00278627 0.0016544
  0.00789749 0.01519987 0.00072955 0.00126902]]","0.0188618  0.01681252 0.01115079 0.00064115 0.00065939 0.00049301
  0.00052977 0.00039684 0.00208453 0.00032685 0.00097787 0.00264813
  0.03261391 0.00911487 0.13790163 0.08204645 0.0676176  0.29858667
  0.01835171 0.24298613 0.0075522  0.0071483  0.00379493 0.02465016
  0.0043957  0.00696365 0.00049131 0.0002022 ]]"
the  music  playing  was  very  hip  20-30  something  pop  music  but  the  subwoofer  to  the  sound  system  was  located  under  my  seat  which  became  annoying  midway  through  dinner,restaurant,0,0,2,2,"0.01569648 0.14659658 0.03845248 0.00480945 0.00275107 0.02722337
  0.05448664 0.00296773 0.01421971 0.00244647 0.0004829  0.0010616
  0.00610977 0.00454452 0.0069169  0.01334649 0.11666957 0.01607485
  0.14621663 0.01097898 0.00308892 0.08511943 0.0279991  0.02347982
  0.01793564 0.13996907 0.00522548 0.06513037]]","0.03510141 0.01195293 0.03609538 0.0090178  0.00881599 0.01103554
  0.00812317 0.0008655  0.00163244 0.00052967 0.00029136 0.00064637
  0.00212509 0.00166038 0.01037657 0.01491743 0.00340103 0.07241812
  0.0235405  0.183043   0.02663188 0.01792162 0.02884584 0.18950665
  0.03638863 0.2115929  0.03156614 0.02195659]]"
the  music  playing  was  very  hip  20-30  something  pop  music  but  the  subwoofer  to  the  sound  system  was  located  under  my  seat  which  became  annoying  midway  through  dinner,service,0,1,2,-1,"0.00603092 0.02682299 0.00623402 0.00187249 0.00030777 0.00028737
  0.00027255 0.00003263 0.00020212 0.00012309 0.00006311 0.00025332
  0.00041347 0.00240598 0.00716396 0.02587027 0.37535822 0.12524337
  0.05542814 0.00408411 0.00706945 0.03212076 0.0136771  0.07289237
  0.17661795 0.04243499 0.0024005  0.01431701]]","0.00451731 0.00649946 0.00702374 0.00075748 0.00012117 0.00009185
  0.00024548 0.00000458 0.00001971 0.00000327 0.00000868 0.00003544
  0.00028633 0.00079318 0.01757809 0.048929   0.00114917 0.14272782
  0.02980815 0.10757497 0.02033253 0.03007065 0.03419042 0.10388063
  0.36642256 0.05864065 0.01471224 0.00357537]]"
i  got  the  shellfish  and  shrimp  appetizer  and  it  was  alright,ambience,0,0,2,2,"0.04394552 0.00809598 0.04317021 0.04189439 0.07984027 0.06264712
  0.3981822  0.13810064 0.09693362 0.00745857 0.07973149]]","0.00002632 0.00026509 0.17599408 0.5574533  0.06634701 0.19986323
  0.00000017 0.00004739 0.00000116 0.00000212 0.00000017]]"
i  got  the  shellfish  and  shrimp  appetizer  and  it  was  alright,drinks,0,0,2,2,"0.03044767 0.01070632 0.01612607 0.06683785 0.01941484 0.19265604
  0.60719424 0.02209866 0.0224846  0.00186188 0.01017184]]","0.00019867 0.00004053 0.8639414  0.05232771 0.066447   0.00186874
  0.01514154 0.00002575 0.0000011  0.00000433 0.00000325]]"
i  got  the  shellfish  and  shrimp  appetizer  and  it  was  alright,food,1,1,0,1,"0.00005767 0.00001457 0.00003683 0.00409268 0.00010299 0.0712947
  0.9222613  0.00162853 0.00044855 0.00005207 0.00001013]]","0.0001738  0.04805703 0.3823383  0.20627217 0.1838411  0.02322867
  0.11801991 0.01236445 0.01546753 0.00828664 0.00195045]]"
i  got  the  shellfish  and  shrimp  appetizer  and  it  was  alright,location,0,0,2,2,"0.02914114 0.01072757 0.06045805 0.06653184 0.02199678 0.12833217
  0.6001134  0.03276715 0.03038562 0.00604844 0.01349784]]","0.         0.00000033 0.00238521 0.03886556 0.0061466  0.95260227
  0.         0.00000001 0.         0.         0.        ]]"
i  got  the  shellfish  and  shrimp  appetizer  and  it  was  alright,restaurant,0,0,2,2,"0.00161181 0.00078761 0.00339768 0.02249998 0.00289214 0.06260101
  0.87881935 0.01145268 0.01269819 0.00142552 0.00181403]]","0.00000004 0.00000082 0.02379185 0.01893289 0.0276333  0.9295768
  0.00006387 0.00000018 0.0000001  0.00000004 0.00000009]]"
i  got  the  shellfish  and  shrimp  appetizer  and  it  was  alright,service,0,0,2,2,"0.00358079 0.00120897 0.00188171 0.00303527 0.00360741 0.05624955
  0.7977613  0.06711885 0.03422753 0.01900866 0.01231995]]","0.00000001 0.0000065  0.00055994 0.02328192 0.00416107 0.9719902
  0.         0.00000021 0.00000001 0.00000003 0.        ]]"
"it', ""wasn't"", 'the  freshest  seafood  ever  but  the  taste  and  presentation  was  ok",ambience,0,0,2,2,"0.0359777  0.11388295 0.06417309 0.38975012 0.02337983 0.00439031
  0.00262893 0.00355218 0.14463972 0.12643388 0.07975334 0.00201249
  0.00942548]]","0.23205513 0.23205513 0.34794432 0.00986274 0.00261347 0.00037975
  0.00064982 0.05192998 0.00361061 0.08994728 0.02873142 0.0002154
  0.000005  ]]"
"it', ""wasn't"", 'the  freshest  seafood  ever  but  the  taste  and  presentation  was  ok",drinks,0,0,2,2,"0.01736562 0.01842096 0.01005261 0.11533046 0.05854857 0.03005121
  0.00494384 0.00401173 0.6718321  0.03917792 0.02077528 0.00232339
  0.00716635]]","0.03207998 0.03207998 0.03514114 0.13860229 0.00306322 0.00022051
  0.00043032 0.22682244 0.01564495 0.32566485 0.18602426 0.00412995
  0.00009617]]"
"it', ""wasn't"", 'the  freshest  seafood  ever  but  the  taste  and  presentation  was  ok",food,1,1,0,1,"0.0098839  0.0083171  0.0028945  0.12157091 0.83009946 0.01525437
  0.0004149  0.00027883 0.0065626  0.00075251 0.00323986 0.00055415
  0.00017694]]","0.01626149 0.01626149 0.17343593 0.72815883 0.00080835 0.0241313
  0.02612352 0.00213981 0.00063363 0.00071642 0.00246642 0.00885766
  0.00000519]]"
"it', ""wasn't"", 'the  freshest  seafood  ever  but  the  taste  and  presentation  was  ok",location,0,0,2,2,"0.05998443 0.10014627 0.06851315 0.45648256 0.11584418 0.00463573
  0.00238978 0.00853187 0.07659242 0.02628701 0.05374895 0.005236
  0.02160766]]","0.00185514 0.00185514 0.9530199  0.0000062  0.02517937 0.0028964
  0.00225598 0.00673175 0.0006114  0.00307854 0.00215517 0.00035501
  0.00000012]]"
"it', ""wasn't"", 'the  freshest  seafood  ever  but  the  taste  and  presentation  was  ok",restaurant,0,0,2,2,"0.01932472 0.03579391 0.01230489 0.29471576 0.3718208  0.00574785
  0.00161797 0.00286341 0.14870517 0.02912508 0.05496854 0.00799362
  0.0150183 ]]","0.00134761 0.00134761 0.0922833  0.8703613  0.00050235 0.00021759
  0.00059174 0.00825923 0.00066484 0.01136806 0.00886773 0.00417742
  0.00001121]]"
"it', ""wasn't"", 'the  freshest  seafood  ever  but  the  taste  and  presentation  was  ok",service,0,0,2,2,"0.01504308 0.01888517 0.00452467 0.01840755 0.01620318 0.00494155
  0.00271544 0.00584006 0.1401553  0.08858135 0.57027686 0.05366741
  0.06075839]]","0.01790068 0.01790068 0.06699277 0.26067522 0.03654628 0.00903172
  0.01548299 0.10676403 0.17829916 0.22219913 0.00384924 0.0614447
  0.0029133 ]]"
i  picked  the  asparagus  which  turned  out  to  be  incredible  and  perfectly  prepared,ambience,0,0,2,2,"0.02483537 0.00550906 0.02019167 0.12140413 0.12286099 0.11793383
  0.06546889 0.09187157 0.01548045 0.06736618 0.04711802 0.28263435
  0.01732552]]","0.01063463 0.05166523 0.30332735 0.17474005 0.04513995 0.11994315
  0.06695839 0.02474243 0.07276072 0.02241691 0.07947304 0.00280454
  0.02539367]]"
i  picked  the  asparagus  which  turned  out  to  be  incredible  and  perfectly  prepared,drinks,0,0,2,2,"0.01400005 0.0092868  0.0081364  0.36487532 0.06065955 0.05417815
  0.01427132 0.01173156 0.00737948 0.0321454  0.02116567 0.22991903
  0.1722513 ]]","0.00040218 0.00511152 0.04976476 0.00002664 0.00081337 0.00994225
  0.00184197 0.00198023 0.03006549 0.16980793 0.4229561  0.04033953
  0.26694795]]"
i  picked  the  asparagus  which  turned  out  to  be  incredible  and  perfectly  prepared,food,1,1,1,1,"0.00079722 0.00059149 0.00062618 0.8592485  0.02672545 0.0429432
  0.00166678 0.00072716 0.00032224 0.00206751 0.00030544 0.00358416
  0.06039466]]","0.00377039 0.05002679 0.34719747 0.03876597 0.19918478 0.18050525
  0.0216217  0.00116165 0.00722395 0.01418811 0.00791736 0.06831815
  0.06011851]]"
i  picked  the  asparagus  which  turned  out  to  be  incredible  and  perfectly  prepared,location,0,0,2,2,"0.00672986 0.00703742 0.02335279 0.20274957 0.08958717 0.18390708
  0.06814011 0.13754143 0.02355954 0.06916153 0.02833921 0.09761553
  0.06227877]]","0.0002445  0.01431788 0.8001044  0.00008877 0.00574723 0.05672602
  0.00459304 0.00162768 0.01439297 0.01733811 0.0257697  0.01533264
  0.04371706]]"
i  picked  the  asparagus  which  turned  out  to  be  incredible  and  perfectly  prepared,restaurant,0,0,2,2,"0.00208819 0.00475109 0.00679628 0.68185574 0.06219921 0.07205038
  0.0114238  0.0131938  0.00372877 0.01570721 0.00893872 0.06360936
  0.05365745]]","0.00054539 0.02106993 0.85775447 0.03296291 0.0034902  0.0027792
  0.00029011 0.00008337 0.00021473 0.00242281 0.00536872 0.04827453
  0.02474356]]"
i  picked  the  asparagus  which  turned  out  to  be  incredible  and  perfectly  prepared,service,0,0,2,2,"0.00127715 0.00096861 0.00128803 0.04274911 0.02148066 0.148801
  0.01391848 0.02794213 0.00857238 0.0758828  0.03380347 0.17587446
  0.44744173]]","0.00111299 0.02079665 0.17776394 0.1562071  0.02133328 0.03126279
  0.01354099 0.00105897 0.01245323 0.11630166 0.11000592 0.33641738
  0.00174499]]"
the  9  oz  steak  came  next  and  it  tasted  great  at  least  initially,ambience,0,0,2,2,"0.11622438 0.36247155 0.05514936 0.16470632 0.0198485  0.03023154
  0.06857293 0.05185763 0.01617326 0.08160134 0.02173801 0.00294125
  0.00848392]]","0.11748343 0.00000034 0.18810035 0.64445484 0.04204318 0.00047353
  0.00069176 0.00196844 0.00125956 0.00347688 0.00002036 0.0000083
  0.00001913]]"
the  9  oz  steak  came  next  and  it  tasted  great  at  least  initially,drinks,0,0,2,2,"0.00206199 0.01737308 0.19271402 0.6467025  0.0083882  0.00204693
  0.00059256 0.00300857 0.11266318 0.01350642 0.00043524 0.00017523
  0.00033206]]","0.06043018 0.22077847 0.5561521  0.00120476 0.00752291 0.00014027
  0.000321   0.08230954 0.00328677 0.06759313 0.0000056  0.00000425
  0.00025099]]"
the  9  oz  steak  came  next  and  it  tasted  great  at  least  initially,food,1,1,1,1,"0.00015337 0.0014059  0.00248045 0.98654133 0.00525092 0.00060253
  0.00003432 0.00005344 0.00283689 0.00061026 0.00001268 0.00000358
  0.00001436]]","0.14328022 0.1719761  0.10594225 0.1025724  0.16682696 0.05697253
  0.06046873 0.08810604 0.04339351 0.05721796 0.00001669 0.00002904
  0.00319747]]"
the  9  oz  steak  came  next  and  it  tasted  great  at  least  initially,location,0,0,2,2,"0.03604797 0.21827243 0.06395099 0.598302   0.01032779 0.02137546
  0.00520746 0.00481072 0.00758953 0.01190344 0.01114843 0.00275699
  0.00830676]]","0.0876951  0.21478017 0.6897944  0.0000001  0.00696602 0.00001157
  0.00003861 0.00042902 0.00005744 0.00022585 0.00000013 0.00000008
  0.00000146]]"
the  9  oz  steak  came  next  and  it  tasted  great  at  least  initially,restaurant,0,0,2,2,"0.00526475 0.05877051 0.09015432 0.78949326 0.00416636 0.00452804
  0.00070937 0.00214332 0.02814646 0.01294904 0.00258321 0.00029064
  0.00080071]]","0.16290857 0.29654646 0.53121275 0.00408133 0.00032665 0.0000019
  0.00000434 0.00332093 0.00002864 0.00155895 0.00000006 0.00000006
  0.00000934]]"
the  9  oz  steak  came  next  and  it  tasted  great  at  least  initially,service,0,0,2,2,"0.00462988 0.01906686 0.00751127 0.74714077 0.03378005 0.0089728
  0.00372778 0.00328564 0.08353558 0.06785847 0.00992421 0.00147687
  0.00908984]]","0.03832744 0.44286752 0.5040977  0.00000015 0.01291326 0.00002034
  0.00006084 0.00059277 0.00022824 0.00087865 0.00000066 0.00000065
  0.00001184]]"
the  steak  was  done  to  my  exact  liking  (medium  rare)  and  was  nice  and  juicy,ambience,0,0,2,2,"0.01193212 0.28922796 0.00629385 0.00323201 0.00478019 0.0018548
  0.00160923 0.15647423 0.10557569 0.09696811 0.07075579 0.00518307
  0.15216145 0.02875822 0.06519327]]","0.49671173 0.00010101 0.00071439 0.03329976 0.00392568 0.00336708
  0.03141556 0.04275504 0.17174847 0.04048082 0.01653945 0.07137777
  0.03093345 0.04076385 0.01586581]]"
the  steak  was  done  to  my  exact  liking  (medium  rare)  and  was  nice  and  juicy,drinks,0,0,2,2,"0.00272243 0.96567214 0.00584674 0.00136262 0.00044333 0.00075766
  0.00045981 0.00523097 0.00354834 0.00323889 0.00089936 0.00044277
  0.00201103 0.00047437 0.00688956]]","0.18053477 0.00023291 0.00007121 0.00367594 0.00034158 0.00212633
  0.00806893 0.01851992 0.03488999 0.00568606 0.02237137 0.21393397
  0.19472408 0.21636784 0.0984552 ]]"
the  steak  was  done  to  my  exact  liking  (medium  rare)  and  was  nice  and  juicy,food,1,1,1,1,"0.00026811 0.99729156 0.00166408 0.00007743 0.00001959 0.00000275
  0.00000519 0.00001211 0.00004552 0.00007611 0.00001891 0.00004303
  0.00001774 0.00001156 0.00044629]]","0.40955362 0.19091012 0.0354039  0.0981517  0.00193678 0.00150547
  0.00110293 0.00831533 0.01524891 0.01084742 0.01243598 0.01051998
  0.06969427 0.01579674 0.11857678]]"
the  steak  was  done  to  my  exact  liking  (medium  rare)  and  was  nice  and  juicy,location,0,0,2,2,"0.01234125 0.7315239  0.00519024 0.0008951  0.00352821 0.00083851
  0.0086195  0.02450983 0.06416502 0.07463069 0.01466205 0.00321903
  0.01629125 0.00370544 0.03587999]]","0.908714   0.00025236 0.00009348 0.00300512 0.00009008 0.00014922
  0.00038544 0.00215457 0.00649717 0.00099828 0.0033689  0.01178422
  0.0236893  0.01175572 0.02706217]]"
the  steak  was  done  to  my  exact  liking  (medium  rare)  and  was  nice  and  juicy,restaurant,0,0,2,2,"0.00159695 0.986422   0.00172398 0.00006628 0.0000981  0.00001504
  0.00013444 0.00043812 0.00194504 0.0024856  0.00047507 0.00025407
  0.00063441 0.00024413 0.0034668 ]]","0.9544188  0.03177727 0.0000464  0.00025593 0.00000496 0.00000783
  0.00000551 0.00034005 0.00120994 0.0000917  0.0003861  0.00048927
  0.00190769 0.0017472  0.00731143]]"
the  steak  was  done  to  my  exact  liking  (medium  rare)  and  was  nice  and  juicy,service,0,0,2,2,"0.00313927 0.85942084 0.02390438 0.00227023 0.00116838 0.00044538
  0.00056028 0.00977695 0.0268323  0.02544952 0.00607874 0.0069427
  0.0072164  0.00165147 0.02514316]]","0.87743294 0.00105808 0.00816612 0.05949559 0.00033923 0.00010561
  0.00032498 0.00079097 0.00658321 0.00494363 0.00334455 0.00400285
  0.01553386 0.00392907 0.01394935]]"
it?s  served  with  either  a  peppercorn  sauce  or  red  wine  reduction  though  both  were  indistinguishable  in  taste,ambience,0,0,2,2,"0.10949989 0.257999   0.39635497 0.10441443 0.01352314 0.02938617
  0.017524   0.00988329 0.00359977 0.04141025 0.0013423  0.00122293
  0.00161422 0.00048596 0.00473794 0.00125914 0.00574262]]","0.7291969  0.08395755 0.00003744 0.04094639 0.01346206 0.08452062
  0.0342335  0.00988179 0.00077833 0.00021375 0.00185932 0.00000785
  0.0000271  0.00057219 0.00007762 0.00017893 0.00004867]]"
it?s  served  with  either  a  peppercorn  sauce  or  red  wine  reduction  though  both  were  indistinguishable  in  taste,drinks,0,0,2,2,"0.02224131 0.41448072 0.04460861 0.01497498 0.00227453 0.0409966
  0.07764854 0.00166864 0.0011173  0.34448403 0.00045092 0.00041793
  0.00032554 0.00013342 0.00202537 0.000706   0.03144561]]","0.8211641  0.01214805 0.09752106 0.00816551 0.00673693 0.02308132
  0.00244132 0.00145647 0.00514156 0.00058177 0.00121104 0.00033923
  0.00067386 0.00297348 0.00227997 0.00822374 0.00586068]]"
it?s  served  with  either  a  peppercorn  sauce  or  red  wine  reduction  though  both  were  indistinguishable  in  taste,food,1,1,0,-1,"0.02077258 0.6135598  0.03113429 0.00565387 0.00068783 0.01506409
  0.29895258 0.00312512 0.00128435 0.00147272 0.00081594 0.00008987
  0.00006637 0.00010715 0.00232177 0.00078299 0.00410871]]","0.43656164 0.0607361  0.11642015 0.03605134 0.02264277 0.0240685
  0.03060961 0.02429335 0.02454431 0.01379224 0.02396138 0.0069403
  0.00921329 0.04975077 0.03135815 0.05952749 0.02952856]]"
it?s  served  with  either  a  peppercorn  sauce  or  red  wine  reduction  though  both  were  indistinguishable  in  taste,location,0,0,2,2,"0.03167708 0.37162057 0.06515099 0.04417596 0.01598257 0.1376091
  0.13771495 0.02429984 0.01644108 0.06002872 0.00910348 0.0027409
  0.00338418 0.00293813 0.03944909 0.00651916 0.0311642 ]]","0.01814056 0.00000249 0.22952007 0.02580811 0.02808388 0.60271275
  0.03801811 0.01528282 0.00655288 0.0029793  0.03241266 0.00000824
  0.00001304 0.00032035 0.00003211 0.00008319 0.00002939]]"
it?s  served  with  either  a  peppercorn  sauce  or  red  wine  reduction  though  both  were  indistinguishable  in  taste,restaurant,0,0,2,2,"0.07131024 0.7216815  0.05528028 0.01377194 0.00285802 0.04676368
  0.06779702 0.00160631 0.00069787 0.01686471 0.00054288 0.00004127
  0.00001793 0.00001396 0.00023595 0.00006634 0.00045014]]","0.6164888  0.00045994 0.14673647 0.02235512 0.01343405 0.18126622
  0.00589884 0.00617202 0.00298157 0.00039423 0.00368097 0.00000112
  0.00000158 0.00003777 0.00000523 0.00004862 0.00003737]]"
it?s  served  with  either  a  peppercorn  sauce  or  red  wine  reduction  though  both  were  indistinguishable  in  taste,service,0,0,2,2,"0.00462284 0.9281962  0.01879025 0.00313601 0.00077647 0.00721892
  0.02227751 0.00207461 0.00077644 0.00401539 0.00082207 0.00024677
  0.00033538 0.00055474 0.0027311  0.00027875 0.00314657]]","0.16231968 0.00008117 0.7147929  0.01477076 0.00685347 0.06440902
  0.01945291 0.00992418 0.00063455 0.0004953  0.00361399 0.00002957
  0.0000934  0.0023137  0.00012551 0.00007209 0.00001779]]"
though  one  thing  i  realized  later  on  was  that  the  restaurant  either  used  msg  or  a  meat  tenderizer  on  the  steak,ambience,0,0,2,2,"0.05433943 0.04789174 0.19938917 0.2606982  0.20459117 0.04843256
  0.02691748 0.00286103 0.01207916 0.01828104 0.03497867 0.01199487
  0.00148087 0.01787576 0.00210485 0.00120858 0.00325917 0.01006405
  0.00546929 0.00353788 0.03254501]]","0.00503179 0.03105208 0.04049491 0.00063143 0.14321262 0.04314627
  0.09543074 0.01732732 0.00802133 0.20966241 0.10530014 0.01127186
  0.06658094 0.03350995 0.02366099 0.01638407 0.03300904 0.06012775
  0.01579482 0.0109686  0.02938092]]"
though  one  thing  i  realized  later  on  was  that  the  restaurant  either  used  msg  or  a  meat  tenderizer  on  the  steak,drinks,0,0,2,2,"0.02902705 0.03817694 0.0542887  0.02699663 0.01492308 0.00639788
  0.00245609 0.0006381  0.00121794 0.00168351 0.00107709 0.0033255
  0.00100275 0.02217099 0.00070041 0.00121411 0.03611046 0.42966437
  0.00960888 0.00282555 0.31649396]]","0.00095735 0.00551684 0.01367702 0.00447771 0.02836471 0.01325533
  0.03263247 0.00755038 0.00529547 0.22089016 0.18816945 0.00645513
  0.12795809 0.14376861 0.05028293 0.04555653 0.09547056 0.00010891
  0.00502999 0.00151081 0.00307159]]"
though  one  thing  i  realized  later  on  was  that  the  restaurant  either  used  msg  or  a  meat  tenderizer  on  the  steak,food,1,1,-1,-1,"0.00553479 0.0035743  0.00218964 0.0004594  0.00076863 0.00071383
  0.00031767 0.00021416 0.00007196 0.00007507 0.00023154 0.00008415
  0.00004356 0.00059388 0.00003195 0.00005346 0.14910272 0.21454476
  0.00158694 0.00035247 0.6194551 ]]","0.02522508 0.02455322 0.03749712 0.00761835 0.01986874 0.03977985
  0.04596795 0.02511802 0.00934955 0.0417586  0.03091625 0.00737894
  0.02702005 0.0412312  0.01177545 0.10844186 0.24014215 0.13874926
  0.04107169 0.05314264 0.02339394]]"
though  one  thing  i  realized  later  on  was  that  the  restaurant  either  used  msg  or  a  meat  tenderizer  on  the  steak,location,0,0,2,2,"0.00273196 0.00354829 0.00284556 0.00110282 0.0029235  0.00221916
  0.00225743 0.00034225 0.00071397 0.00485809 0.2679684  0.01479621
  0.01163535 0.2866263  0.0155473  0.0089056  0.07139991 0.09345802
  0.01071398 0.00729318 0.1881127 ]]","0.00010838 0.00022257 0.00021135 0.0000452  0.00019931 0.00034751
  0.00036647 0.00056269 0.00079564 0.17388064 0.14675453 0.01012681
  0.02349696 0.00007309 0.02833225 0.02053706 0.20169747 0.3279024
  0.02756951 0.01708705 0.01968302]]"
though  one  thing  i  realized  later  on  was  that  the  restaurant  either  used  msg  or  a  meat  tenderizer  on  the  steak,restaurant,0,0,2,2,"0.11714919 0.111178   0.08736194 0.01765968 0.03314166 0.0376667
  0.02110805 0.0032833  0.0028633  0.00520402 0.34676617 0.00881979
  0.00203951 0.02193251 0.00085121 0.00069344 0.03234638 0.07600224
  0.00182885 0.00044819 0.07165588]]","0.04125968 0.25360444 0.07289328 0.00439914 0.02629356 0.01288564
  0.0205788  0.03599947 0.001576   0.46315348 0.01567443 0.00289227
  0.00531247 0.00280398 0.00141268 0.00527206 0.02113062 0.0108903
  0.0007607  0.00084166 0.00036538]]"
though  one  thing  i  realized  later  on  was  that  the  restaurant  either  used  msg  or  a  meat  tenderizer  on  the  steak,service,0,0,2,2,"0.00064802 0.00065187 0.00084634 0.00157135 0.00409674 0.00192158
  0.00043838 0.00050646 0.00015796 0.00035125 0.00454536 0.00053122
  0.0007249  0.08796477 0.00153128 0.00128452 0.04610046 0.2630699
  0.00463323 0.00215673 0.57626766]]","0.00000055 0.0000003  0.00000294 0.00000354 0.00000711 0.00002019
  0.00005195 0.00000401 0.00000811 0.00004477 0.00015725 0.00005166
  0.00058203 0.04324245 0.00483395 0.00897367 0.39892066 0.5354265
  0.0051761  0.0024921  0.00000012]]"
my  mouth  felt  very  dry  afterwards  and  i  had  that  signature  ?msg?  taste  lingering  in  my  throat  after  i  left  the  restaurant,ambience,0,0,2,2,"0.00304949 0.02977243 0.10584053 0.00641101 0.02298406 0.02641771
  0.01064957 0.00480294 0.00030547 0.00246672 0.01449075 0.01473036
  0.03014909 0.70107454 0.00936154 0.00194716 0.0066327  0.00153118
  0.00201373 0.0016402  0.00087677 0.00285206]]","0.01777361 0.03401957 0.05141433 0.01591663 0.03119787 0.04272195
  0.00089783 0.00018415 0.00197999 0.01658954 0.00219685 0.1481786
  0.19528319 0.03488309 0.04782547 0.00336388 0.00504118 0.00462174
  0.00311877 0.01420851 0.22587387 0.10270938]]"
my  mouth  felt  very  dry  afterwards  and  i  had  that  signature  ?msg?  taste  lingering  in  my  throat  after  i  left  the  restaurant,drinks,0,0,2,2,"0.0042239  0.01535559 0.00380509 0.00049281 0.00769307 0.00661673
  0.00038366 0.00062784 0.0002125  0.00102449 0.0196984  0.01823888
  0.32192612 0.57873625 0.00433505 0.00395802 0.00273548 0.00430341
  0.00282664 0.00132909 0.00054552 0.00093149]]","0.00196192 0.00558223 0.04462064 0.02133664 0.02897493 0.00412703
  0.00011852 0.00003868 0.00185706 0.03584512 0.00872925 0.5976806
  0.2259075  0.00006013 0.00102842 0.00005373 0.00007716 0.00011172
  0.00004574 0.0044376  0.01090819 0.00649717]]"
my  mouth  felt  very  dry  afterwards  and  i  had  that  signature  ?msg?  taste  lingering  in  my  throat  after  i  left  the  restaurant,food,1,1,-1,-1,"0.03276596 0.2928327  0.06805461 0.00585903 0.18893862 0.12125303
  0.00192335 0.00066735 0.00066146 0.00195512 0.01286233 0.01948785
  0.07212125 0.1711635  0.00287581 0.00026542 0.00102836 0.00287271
  0.00027545 0.000879   0.0002105  0.00104659]]","0.01285292 0.00387223 0.433337   0.14693631 0.22795643 0.09077896
  0.0019454  0.00045274 0.00335013 0.02021077 0.01029946 0.03653473
  0.00697917 0.00338646 0.00022794 0.00000797 0.00000986 0.00000868
  0.00000085 0.00006385 0.00067542 0.00011262]]"
my  mouth  felt  very  dry  afterwards  and  i  had  that  signature  ?msg?  taste  lingering  in  my  throat  after  i  left  the  restaurant,location,0,0,2,2,"0.00414639 0.04048637 0.00242808 0.00090027 0.00333828 0.00356741
  0.00074867 0.00031727 0.00028155 0.00169523 0.03382455 0.04343547
  0.05986045 0.25822726 0.0158461  0.00223757 0.00801043 0.00775611
  0.00247586 0.04399866 0.01257355 0.45384446]]","0.00837691 0.00686674 0.00763297 0.00252447 0.00270076 0.00202258
  0.00056749 0.00013642 0.00184101 0.01542613 0.00389265 0.27631423
  0.13135567 0.10519043 0.00962989 0.00043424 0.00089451 0.00139154
  0.00044916 0.01901998 0.4014896  0.00184246]]"
my  mouth  felt  very  dry  afterwards  and  i  had  that  signature  ?msg?  taste  lingering  in  my  throat  after  i  left  the  restaurant,restaurant,0,0,2,2,"0.00506162 0.06097411 0.00752093 0.00214348 0.07917162 0.04488283
  0.00308383 0.00047476 0.00037814 0.00168688 0.03671892 0.0333418
  0.09340153 0.4441322  0.0025631  0.00010911 0.00066494 0.00210093
  0.00023471 0.00351584 0.00131189 0.17652683]]","0.00134186 0.0015708  0.05012481 0.03719578 0.01876569 0.00847228
  0.00012868 0.00000388 0.00027009 0.00929413 0.00101277 0.6977269
  0.12127546 0.00678045 0.00045351 0.00000085 0.00000113 0.00001012
  0.00000072 0.00023672 0.04105584 0.00427744]]"
my  mouth  felt  very  dry  afterwards  and  i  had  that  signature  ?msg?  taste  lingering  in  my  throat  after  i  left  the  restaurant,service,0,0,2,2,"0.04156775 0.21147533 0.11424888 0.00751544 0.00803502 0.04114003
  0.00117694 0.0012759  0.0018823  0.00285334 0.03963953 0.03312007
  0.08033278 0.3655409  0.002128   0.00083841 0.00118204 0.00369468
  0.00157737 0.00654572 0.00217552 0.03205403]]","0.00717471 0.0191876  0.09608622 0.00549695 0.01377665 0.01468793
  0.00095804 0.00024678 0.00700647 0.02682049 0.02476608 0.60873556
  0.17114198 0.00003507 0.00124605 0.00004261 0.00006871 0.00015403
  0.00002533 0.00089143 0.0007935  0.00065783]]"
